country,year,population
ARE,"2022",10074977
ARG,"2022",45407904
ARM,"2022",2969200
ASM,"2022",48342
ATG,"2022",92840
AUS,"2022",26014399
AUT,"2022",9041851
AZE,"2022",10141756
BDI,"2022",13321097
BEL,"2022",11680210
BEN,"2022",13759501
BFA,"2022",22509038
BGD,"2022",169384897
BGR,"2022",6465097
BHR,"2022",1524693
BHS,"2022",397538
BIH,"2022",3204802
BLR,"2022",9228071
BLZ,"2022",402733
BMU,"2022",64749
BOL,"2022",12077154
BRA,"2022",210306415
BRB,"2022",282318
BRN,"2022",455370
BTN,"2022",780914
BWA,"2022",2439892
CAF,"2022",5098039
CAN,"2022",38935934
CHE,"2022",8777088
CHI,"2022",167215
CHL,"2022",19553036
CHN,"2022",1412175000
CIV,"2022",30395002
CMR,"2022",27632771
COD,"2022",102396968
COG,"2022",6035104
COL,"2022",51737944
COM,"2022",834188
CPV,"2022",519741
CRI,"2022",5081765
CUB,"2022",11059820
CUW,"2022",149996
CYM,"2022",71591
CYP,"2022",1331370
CZE,"2022",10672118
DEU,"2022",83797985
DJI,"2022",1137096
DMA,"2022",66826
DNK,"2022",5903037
DOM,"2022",11230734
DZA,"2022",45477389
ECU,"2022",17823897
EGY,"2022",112618250
ERI,"2022",3409447
ESP,"2022",47786102
EST,"2022",1348840
ETH,"2022",125384287
FIN,"2022",5556106
FJI,"2022",919422
FRA,"2022",68065015
FRO,"2022",53927
FSM,"2022",112114
GAB,"2022",2430747
GBR,"2022",67604000
GEO,"2022",3712502
GHA,"2022",33149152
GIB,"2022",37609
GIN,"2022",14055137
GMB,"2022",2636470
GNB,"2022",2105529
GNQ,"2022",1803545
GRC,"2022",10436882
GRD,"2022",116913
GRL,"2022",56661
GTM,"2022",17847877
GUM,"2022",165180
GUY,"2022",821637
HKG,"2022",7346100
HND,"2022",10463872
HRV,"2022",3855641
HTI,"2022",11503606
HUN,"2022",9605074
IDN,"2022",278830529
IMN,"2022",84132
IND,"2022",1425423212
IRL,"2022",5212836
IRN,"2022",89524246
IRQ,"2022",44070551
ISL,"2022",382003
ISR,"2022",9557500
ITA,"2022",59013667
JAM,"2022",2839144
JOR,"2022",11256263
JPN,"2022",125124989
KAZ,"2022",20034609
KEN,"2022",54252461
KGZ,"2022",6975220
KHM,"2022",17201724
KIR,"2022",130469
KNA,"2022",46709
KOR,"2022",51672569
KWT,"2022",4589643
LAO,"2022",7559007
LBN,"2022",5744489
LBR,"2022",5373294
LBY,"2022",7223805
LCA,"2022",178781
LIE,"2022",39493
LKA,"2022",22181000
LSO,"2022",2286110
LTU,"2022",2831639
LUX,"2022",653103
LVA,"2022",1879383
MAC,"2022",677300
MAF,"2022",28870
MAR,"2022",37329064
MCO,"2022",38931
MDA,"2022",2528654
MDG,"2022",30437261
MDV,"2022",524106
MEX,"2022",128613117
MHL,"2022",40077
MKD,"2022",1831712
MLI,"2022",23072640
MLT,"2022",531113
MMR,"2022",53756787
MNE,"2022",623591
MNG,"2022",3433748
MNP,"2022",46078
MOZ,"2022",32656246
MRT,"2022",4875637
MUS,"2022",1262523
MWI,"2022",20568728
MYS,"2022",34695493
NAM,"2022",2889662
NCL,"2022",287123
NER,"2022",25311973
NGA,"2022",223150896
NIC,"2022",6730654
NLD,"2022",17700982
NOR,"2022",5457127
NPL,"2022",29715436
NRU,"2022",11801
NZL,"2022",5117100
OMN,"2022",4730226
PAK,"2022",243700667
PAN,"2022",4400773
PER,"2022",33475438
PHL,"2022",113964338
PLW,"2022",17759
PNG,"2022",10203169
POL,"2022",36821749
PRI,"2022",3220137
PRK,"2022",26328845
PRT,"2022",10434332
PRY,"2022",6760464
PSE,"2022",5043612
PYF,"2022",280378
QAT,"2022",2657333
ROU,"2022",19048502
RUS,"2022",144236933
RWA,"2022",13651030
SAU,"2022",32175224
SDN,"2022",49383346
SEN,"2022",17651103
SGP,"2022",5637022
SLB,"2022",781066
SLE,"2022",8276807
SLV,"2022",6280319
SMR,"2022",33755
SOM,"2022",17801897
SRB,"2022",6664449
SSD,"2022",11021177
STP,"2022",226305
SUR,"2022",623164
SVK,"2022",5431752
SVN,"2022",2112076
SWE,"2022",10486941
SWZ,"2022",1218917
SXM,"2022",42139
SYC,"2022",119878
SYR,"2022",22462173
TCA,"2022",45847
TCD,"2022",18455316
TGO,"2022",9089738
THA,"2022",71735329
TJK,"2022",10182222
TKM,"2022",7230193
TLS,"2022",1369295
TON,"2022",105042
TTO,"2022",1365805
TUN,"2022",12119334
TUR,"2022",84979913
TUV,"2022",9992
TZA,"2022",64711821
UGA,"2022",47312719
UKR,"2022",41048766
URY,"2022",3390913
USA,"2022",334017321
UZB,"2022",34938955
VCT,"2022",102046
VEN,"2022",28213017
VGB,"2022",38319
VIR,"2022",105413
VNM,"2022",99680655
VUT,"2022",313046
WSM,"2022",215261
XKX,"2022",1768096
YEM,"2022",38222876
ZAF,"2022",62378410
ZMB,"2022",20152938
ZWE,"2022",16069056
ABW,"2023",107359
AFG,"2023",41454761
AGO,"2023",36749906
ALB,"2023",2745972
AND,"2023",80856
ARE,"2023",10483751
ARG,"2023",45538401
ARM,"2023",2964300
ASM,"2023",47521
ATG,"2023",93316
AUS,"2023",26652777
AUT,"2023",9131761
AZE,"2023",10153958
BDI,"2023",13689450
BEL,"2023",11787423
BEN,"2023",14111034
BFA,"2023",23025776
BGD,"2023",171466990
BGR,"2023",6446596
BHR,"2023",1577059
BHS,"2023",399440
BIH,"2023",3185073
BLR,"2023",9178298
BLZ,"2023",411106
BMU,"2023",64698
BOL,"2023",12244159
BRA,"2023",211140729
BRB,"2023",282336
BRN,"2023",458949
BTN,"2023",786385
BWA,"2023",2480244
CAF,"2023",5152421
CAN,"2023",40083484
CHE,"2023",8888093
CHI,"2023",167691
CHL,"2023",19658835
CHN,"2023",1410710000
CIV,"2023",31165654
CMR,"2023",28372687
COD,"2023",105789731
COG,"2023",6182885
COL,"2023",52321152
COM,"2023",850387
CPV,"2023",522331
CRI,"2023",5105525
CUB,"2023",11019931
CUW,"2023",155800
CYM,"2023",73038
CYP,"2023",1344976
CZE,"2023",10864042
DEU,"2023",83901923
DJI,"2023",1152944
DMA,"2023",66510
DNK,"2023",5946952
DOM,"2023",11331265
DZA,"2023",46164219
ECU,"2023",17980083
EGY,"2023",114535772
ERI,"2023",3470390
ESP,"2023",48347910
EST,"2023",1370286
ETH,"2023",128691692
FIN,"2023",5583911
FJI,"2023",924145
FRA,"2023",68287487
FRO,"2023",54439
FSM,"2023",112630
GAB,"2023",2484789
GBR,"2023",68492000
GEO,"2023",3715483
GHA,"2023",33787914
GIB,"2023",38471
GIN,"2023",14405468
GMB,"2023",2697845
GNB,"2023",2153339
GNQ,"2023",1847549
GRC,"2023",10405588
GRD,"2023",117081
GRL,"2023",56865
GTM,"2023",18124838
GUM,"2023",166506
GUY,"2023",826353
HKG,"2023",7536100
HND,"2023",10644851
HRV,"2023",3859686
HTI,"2023",11637398
HUN,"2023",9592186
IDN,"2023",281190067
IMN,"2023",84165
IND,"2023",1438069596
IRL,"2023",5307600
IRN,"2023",90608707
IRQ,"2023",45074049
ISL,"2023",393349
ISR,"2023",9849000
ITA,"2023",58993475
JAM,"2023",2839786
JOR,"2023",11439213
JPN,"2023",124516650
KAZ,"2023",20330104
KEN,"2023",55339003
KGZ,"2023",7099750
KHM,"2023",17423880
KIR,"2023",132530
KNA,"2023",46758
KOR,"2023",51712619
KWT,"2023",4853420
LAO,"2023",7664993
LBN,"2023",5773493
LBR,"2023",5493031
LBY,"2023",7305659
LCA,"2023",179285
LIE,"2023",39850
LKA,"2023",22037000
LSO,"2023",2311472
LTU,"2023",2871585
LUX,"2023",666430
LVA,"2023",1877445
MAC,"2023",678800
MAF,"2023",27515
MAR,"2023",37712505
MCO,"2023",38956
MDA,"2023",2457783
MDG,"2023",31195932
MDV,"2023",525994
MEX,"2023",129739759
MHL,"2023",38827
MKD,"2023",1827816
MLI,"2023",23769127
MLT,"2023",552747
MMR,"2023",54133798
MNE,"2023",623529
MNG,"2023",3481145
MNP,"2023",45143
MOZ,"2023",33635160
MRT,"2023",5022441
MUS,"2023",1261041
MWI,"2023",21104482
MYS,"2023",35126298
NAM,"2023",2963095
NCL,"2023",289870
NER,"2023",26159867
NGA,"2023",227882945
NIC,"2023",6823613
NLD,"2023",17877117
NOR,"2023",5519594
NPL,"2023",29694614
NRU,"2023",11875
NZL,"2023",5245000
OMN,"2023",5049269
PAK,"2023",247504495
PAN,"2023",4458759
PER,"2023",33845617
PHL,"2023",114891199
PLW,"2023",17727
PNG,"2023",10389635
POL,"2023",36687353
PRI,"2023",3203792
PRK,"2023",26418204
PRT,"2023",10578174
PRY,"2023",6844146
PSE,"2023",5165775
PYF,"2023",281118
QAT,"2023",2656032
ROU,"2023",19059479
RUS,"2023",143826130
RWA,"2023",13954471
SAU,"2023",33702731
SDN,"2023",50042791
SEN,"2023",18077573
SGP,"2023",5917648
SLB,"2023",800005
SLE,"2023",8460512
SLV,"2023",6309624
SMR,"2023",33860
SOM,"2023",18358615
SRB,"2023",6623183
SSD,"2023",11483374
STP,"2023",230871
SUR,"2023",628886
SVK,"2023",5426740
SVN,"2023",2120461
SWE,"2023",10536632
SWZ,"2023",1230506
SXM,"2023",42749
SYC,"2023",119773
SYR,"2023",23594623
TCA,"2023",46198
TCD,"2023",19319064
TGO,"2023",9304337
THA,"2023",71702435
TJK,"2023",10389799
TKM,"2023",7364438
TLS,"2023",1384286
TON,"2023",104597
TTO,"2023",1367510
TUN,"2023",12200431
TUR,"2023",85325965
TUV,"2023",9816
TZA,"2023",66617606
UGA,"2023",48656601
UKR,"2023",37732836
URY,"2023",3388081
USA,"2023",336806231
UZB,"2023",35652307
VCT,"2023",101323
VEN,"2023",28300854
VGB,"2023",38985
VIR,"2023",104917
VNM,"2023",100352192
VUT,"2023",320409
WSM,"2023",216663
XKX,"2023",1682668
YEM,"2023",39390799
ZAF,"2023",63212384
ZMB,"2023",20723965
ZWE,"2023",16340822
ABW,"2024",107624
AFG,"2024",42647492
AGO,"2024",37885849
ALB,"2024",2714617
AND,"2024",81938
ARE,"2024",10876981
ARG,"2024",45696159
ARM,"2024",3033500
ASM,"2024",46765
ATG,"2024",93772
AUS,"2024",27204809
AUT,"2024",9178482
AZE,"2024",10202850
BDI,"2024",14047786
BEL,"2024",11876844
BEN,"2024",14462724
BFA,"2024",23548781
BGD,"2024",173562364
BGR,"2024",6444366
BHR,"2024",1588670
BHS,"2024",401283
BIH,"2024",3164253
BLR,"2024",9133712
BLZ,"2024",417072
BMU,"2024",64636
BOL,"2024",12413315
BRA,"2024",211998573
BRB,"2024",282467
BRN,"2024",462721
BTN,"2024",791524
BWA,"2024",2521139
CAF,"2024",5330690
CAN,"2024",41288599
CHE,"2024",9034102
CHI,"2024",168126
CHL,"2024",19764771
CHN,"2024",1408975000
CIV,"2024",31934230
CMR,"2024",29123744
COD,"2024",109276265
COG,"2024",6332961
COL,"2024",52886363
COM,"2024",866628
CPV,"2024",524877
CRI,"2024",5129910
CUB,"2024",10979783
CUW,"2024",155900
CYM,"2024",74457
CYP,"2024",1358282
CZE,"2024",10882164
DEU,"2024",83510950
DJI,"2024",1168722
DMA,"2024",66205
DNK,"2024",5976992
DOM,"2024",11427557
DZA,"2024",46814308
ECU,"2024",18135478
EGY,"2024",116538258
ERI,"2024",3535603
ESP,"2024",48807137
EST,"2024",1371986
ETH,"2024",132059767
FIN,"2024",5637214
FJI,"2024",928784
FRA,"2024",68516699
FRO,"2024",54719
FSM,"2024",113160
GAB,"2024",2538952
GBR,"2024",69226000
GEO,"2024",3673850
GHA,"2024",34427414
GIB,"2024",39329
GIN,"2024",14754785
GMB,"2024",2759988
GNB,"2024",2201352
GNQ,"2024",1892516
GRC,"2024",10388805
GRD,"2024",117207
GRL,"2024",56836
GTM,"2024",18406359
GUM,"2024",167777
GUY,"2024",831087
HKG,"2024",7524100
HND,"2024",10825703
HRV,"2024",3866300
HTI,"2024",11772557
HUN,"2024",9562314
IDN,"2024",283487931
IMN,"2024",84160
IND,"2024",1450935791
IRL,"2024",5380257
IRN,"2024",91567738
IRQ,"2024",46042015
ISL,"2024",404610
ISR,"2024",9974400
ITA,"2024",58986023
JAM,"2024",2839175
JOR,"2024",11552876
JPN,"2024",123975371
KAZ,"2024",20592571
KEN,"2024",56432944
KGZ,"2024",7224614
KHM,"2024",17638801
KIR,"2024",134518
KNA,"2024",46843
KOR,"2024",51751065
KWT,"2024",4973861
LAO,"2024",7769819
LBN,"2024",5805962
LBR,"2024",5612817
LBY,"2024",7381023
LCA,"2024",179744
LIE,"2024",40197
LKA,"2024",21916000
LSO,"2024",2337423
LTU,"2024",2888055
LUX,"2024",677717
LVA,"2024",1862441
MAC,"2024",687000
MAF,"2024",26129
MAR,"2024",38081173
MCO,"2024",38631
MDA,"2024",2389275
MDG,"2024",31964956
MDV,"2024",527799
MEX,"2024",130861007
MHL,"2024",37548
MKD,"2024",1792179
MLI,"2024",24478595
MLT,"2024",574346
MMR,"2024",54500091
MNE,"2024",623831
MNG,"2024",3524788
MNP,"2024",44278
MOZ,"2024",34631766
MRT,"2024",5169395
MUS,"2024",1259509
MWI,"2024",21655286
MYS,"2024",35557673
NAM,"2024",3030131
NCL,"2024",292639
NER,"2024",27032412
NGA,"2024",232679478
NIC,"2024",6916140
NLD,"2024",17994237
NOR,"2024",5572272
NPL,"2024",29651054
NRU,"2024",11947
NZL,"2024",5338500
OMN,"2024",5281538
PAK,"2024",251269164
PAN,"2024",4515577
PER,"2024",34217848
PHL,"2024",115843670
PLW,"2024",17695
PNG,"2024",10576502
POL,"2024",36554707
PRI,"2024",3203295
PRK,"2024",26498823
PRT,"2024",10701636
PRY,"2024",6929153
PSE,"2024",5289152
PYF,"2024",281807
QAT,"2024",2857822
ROU,"2024",19069340
RUS,"2024",143533851
RWA,"2024",14256567
SAU,"2024",35300280
SDN,"2024",50448963
SEN,"2024",18501984
SGP,"2024",6036860
SLB,"2024",819198
SLE,"2024",8642022
SLV,"2024",6338193
SMR,"2024",33977
SOM,"2024",19009151
SRB,"2024",6587202
SSD,"2024",11943408
STP,"2024",235536
SUR,"2024",634431
SVK,"2024",5422069
SVN,"2024",2126324
SWE,"2024",10569709
SWZ,"2024",1242822
SXM,"2024",43350
SYC,"2024",121354
SYR,"2024",24672760
TCA,"2024",46535
TCD,"2024",20299123
TGO,"2024",9515236
THA,"2024",71668011
TJK,"2024",10590927
TKM,"2024",7494498
TLS,"2024",1400638
TON,"2024",104175
TTO,"2024",1368333
TUN,"2024",12277109
TUR,"2024",85518661
TUV,"2024",9646
TZA,"2024",68560157
UGA,"2024",50015092
UKR,"2024",37860221
URY,"2024",3386588
USA,"2024",340110988
UZB,"2024",36361859
VCT,"2024",100616
VEN,"2024",28405543
VGB,"2024",39471
VIR,"2024",104377
VNM,"2024",100987686
VUT,"2024",327777
WSM,"2024",218019
XKX,"2024",1527324
YEM,"2024",40583164
ZAF,"2024",64007187
ZMB,"2024",21314956
ZWE,"2024",16634373
